Date,Host,Service,Message
"2025-11-04T23:56:09.810Z","i-0b36220f35870df02","claudia-consumer","[40b5f3ab-16, L:/10.11.68.5:48696 - R:support-middleware-service.support-middleware.svc.cluster.local/172.20.231.91:80] Received last HTTP packet"
"2025-11-04T23:56:09.810Z","i-0b36220f35870df02","claudia-consumer","[40b5f3ab-16, L:/10.11.68.5:48696 - R:support-middleware-service.support-middleware.svc.cluster.local/172.20.231.91:80] Received response (auto-read:false) : [Vary=Origin, Vary=Access-Control-Request-Method, Vary=Access-Control-Request-Headers, Cache-Control=no-cache, no-store, max-age=0, must-revalidate, Pragma=no-cache, Expires=0, X-Content-Type-Options=nosniff, X-Frame-Options=DENY, X-XSS-Protection=1 ; mode=block, Referrer-Policy=no-referrer, content-length=0]"
"2025-11-04T23:56:09.810Z","i-0b36220f35870df02","claudia-consumer","[40b5f3ab-16, L:/10.11.68.5:48696 - R:support-middleware-service.support-middleware.svc.cluster.local/172.20.231.91:80] READ: 340B HTTP/1.1 200 OKVary: OriginVary: Access-Control-Request-MethodVary: Access-Control-Request-HeadersCache-Control: no-cache, no-store, max-age=0, must-revalidatePragma: no-cacheExpires: 0X-Content-Type-Options: nosniffX-Frame-Options: DENYX-XSS-Protection: 1 ; mode=blockReferrer-Policy: no-referrercontent-length: 0"
"2025-11-04T23:56:09.805Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] READ COMPLETE"
"2025-11-04T23:56:09.803Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf-12, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] READ: 1711B HTTP/1.1 201 CreatedDate: Tue, 04 Nov 2025 23:56:09 GMTContent-Type: application/json; charset=utf-8Transfer-Encoding: chunkedConnection: keep-aliveCF-RAY: 99980be08fb75fa6-IADvary: X-HTTP-Method-Override, Accept-Encodingstrict-transport-security: max-age=31536000; includeSubDomains;x-content-type-options: nosniffx-xss-protection: 1; mode=blockx-frame-options: SAMEORIGINcache-control: private, no-cache, no-store, must-revalidatex-zendesk-account-subdomain: fretadaox-smooch-app-id: 653c087ce111793642492154x-smooch-zendesk-account-id: 18986818x-smooch-app-maker-id: 653c087ce111793642492151x-smooch-authenticated-integration-id: 682e44c42b29df88485270dcx-smooch-auth-scope: integrationx-smooch-auth-key-id: int_682e44d1b906cc21b9c74795x-smooch-pod-id: 19etag: W/""1eb-P/ddZKEw9fPq7sVNLuPQlMOm5V8""x-envoy-upstream-service-time: 76zendesk-service: suncox-zendesk-zorg: yesx-request-id: 99980be08fb75fa6-IADvia: zorgx-envoy-decorator-operation: /sc/cf-cache-status: DYNAMICSet-Cookie: _cfuvid=4aqjyaTeCTmzY8RWD2YyTeNiKqgbiEJm5.mFN9RLv8Q-1762300569800-0.0.1.1-604800000; path=/; domain=.smooch.io; HttpOnly; Secure; SameSite=NoneServer: cloudflare1eb{""messages"":[{""id"":""690a92993c93ec05abf53cca"",""received"":""2025-11-04T23:56:09.751Z"",""author"":{""avatarUrl"":""https://fretadao.zendesk.com/system/photos/30658097509779/1f64b-2642.png"",""displayName"":""Gabriel"",""type"":""business""},""content"":{""type"":""text"",""text"":""Para que eu possa te ajudar, por favor digite o número da opção que você precisa de apoio:*1* - Perdi o fretado*2* - Dúvidas/reclamações sobre a minha rota*3* - Outros assuntos""},""source"":{""type"":""api:conversations""}}]}0"
"2025-11-04T23:56:09.681Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf-12, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] FLUSH"
"2025-11-04T23:56:09.681Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf-12, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] WRITE: 368B {""author"":{""type"":""business"",""avatarUrl"":""https://fretadao.zendesk.com/system/photos/30658097509779/1f64b-2642.png"",""displayName"":""Gabriel""},""content"":{""type"":""text"",""text"":""Para que eu possa te ajudar, por favor digite o número da opção que você precisa de apoio:*1* - Perdi o fretado*2* - Dúvidas/reclamações sobre a minha rota*3* - Outros assuntos""}}"
"2025-11-04T23:56:09.681Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf-12, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] WRITE: 705B POST /v2/apps/653c087ce111793642492154/conversations/68b1fa542b28ec104a83f869/messages HTTP/1.1user-agent: ReactorNetty/1.0.10host: api.smooch.ioaccept: */*Authorization: Basic aW50XzY4MmU0NGQxYjkwNmNjMjFiOWM3NDc5NTpKR3RyR2s4RWFYTEpNTXRhMmdNSTlwY0I0cWxzRW44V0w1MHR2WlBqaFVXZTRTa3hVWUEyM25La1ZnTjd4anhYUl9fRjNyYWtEd3dkM19uZFppUzV0dw==Content-Type: application/jsoncontent-length: 368x-datadog-trace-id: 4439875034969142009x-datadog-parent-id: 5028363235781952805x-datadog-sampling-priority: 1x-datadog-tags: _dd.p.dm=-1,_dd.p.tid=690a928100000000traceparent: 00-690a9281000000003d9d9ad22275f2f9-45c855b8b66ac525-01tracestate: dd=p:5bf4c5f84bb994a2;t.dm:-1;t.tid:690a928100000000"
"2025-11-04T23:56:09.680Z","i-06642dd378e15bd0b","support-middleware","[id:a4d5be77, L:/10.11.32.218:53454 - R:fretadao.zendesk.com/216.198.54.6:443] READ COMPLETE"
"2025-11-04T23:56:09.679Z","i-06642dd378e15bd0b","support-middleware","[id:a4d5be77-11, L:/10.11.32.218:53454 - R:fretadao.zendesk.com/216.198.54.6:443] READ: 15719B HTTP/1.1 200 OKDate: Tue, 04 Nov 2025 23:56:09 GMTContent-Type: application/json; charset=utf-8Transfer-Encoding: chunkedConnection: keep-alivex-zendesk-api-version: v2x-zendesk-application-version: v24525x-frame-options: SAMEORIGINx-rate-limit: 400ratelimit-limit: 400x-rate-limit-remaining: 348ratelimit-remaining: 348ratelimit-reset: 51zendesk-ratelimit-tickets-update: total=100; remaining=94; resets=51zendesk-ratelimit-per-ticket-updates: total=30; remaining=27; resets=231strict-transport-security: max-age=31536000; includeSubDomainsetag: W/""621bb45bafd1ff7230fae44616215576""cache-control: max-age=0, private, must-revalidateset-cookie: _zendesk_cookie=BAhJIhl7ImRldmljZV90b2tlbnMiOnt9fQY6BkVU--0bf2100788cb010d0183feca16aaf88ccaf719ca; path=/; expires=Wed, 04 Nov 2026 23:36:31 GMT; secure; HttpOnly; SameSite=Nonex-zendesk-origin-server: classic-app-server-7b548c4499-c7qjcx-request-id: 99980bdf6db45886-IADx-runtime: 0.126985x-envoy-upstream-service-time: 130zendesk-service: classicx-zendesk-api-gateway: yesx-zendesk-zorg: yesvary: Accept-Encodingvia: zorgx-envoy-decorator-operation: /api/v2/ticketscf-cache-status: DYNAMICReport-To: {""endpoints"":[{""url"":""https:\/\/a.nel.cloudflare.com\/report\/v4?s=GJj2rBv0597FFQ21owy5ZTMoFDmNEsuWZpc87gWYcgdM4Mxl%2FBqlfykyK1hjsshsVgtEYGbI%2BnJjirBXsfHVC9axaQeGLlVvv1Fr7ZLbopEjBq4exh0tDN42qExtKfb%2BC3Cp02QI""}],""group"":""cf-nel"",""max_age"":604800}NEL: {""success_fraction"":0.01,""report_to"":""cf-nel"",""max_age"":604800}Set-Cookie: __cf_bm=xajmQCcpV_cL0iTYCK1Oi1295PGRFVsUpgJkMsP5tII-1762300569-1.0.1.1-PoIlQPX_Ey04cXGzvM25D6uc8zmf33lEBjymOMQohD89qJ2yp9iF1Oa6ri3.w5yiLUaX16tSCxZ14M1lvD9TGk4riTHXZhXZJt2Jk2wvvzM; path=/; expires=Wed, 05-Nov-25 00:26:09 GMT; domain=.fretadao.zendesk.com; HttpOnly; Secure; SameSite=NoneSet-Cookie: _cfuvid=.lczS0b_IlAiSQyoJ4ahCuoZL94P_dWgXLICpE9U6G8-1762300569678-0.0.1.1-604800000; path=/; domain=.fretadao.zendesk.com; HttpOnly; Secure; SameSite=NoneServer: cloudflareCF-RAY: 99980bdf6db45886-IAD355b{""ticket"":{""url"":""https://fretadao.zendesk.com/api/v2/tickets/2736192.json"",""id"":2736192,""external_id"":null,""via"":{""channel"":""whatsapp"",""source"":{""from"":{},""to"":{},""rel"":null}},""created_at"":""2025-11-04T23:55:43Z"",""updated_at"":""2025-11-04T23:56:07Z"",""generated_timestamp"":1762300567,""type"":null,""subject"":""Conversa com Sebastiana Aparecida Rodrigues De Lima"",""raw_subject"":""Conversa com Sebastiana Aparecida Rodrigues De Lima"",""description"":""Conversa com Sebastiana Aparecida Rodrigues De Lima"",""priority"":""normal"",""status"":""open"",""recipient"":null,""requester_id"":44272287191955,""submitter_id"":44272287191955,""assignee_id"":29363484345107,""organization_id"":27282140234899,""group_id"":34614973349779,""collaborator_ids"":[],""follower_ids"":[],""email_cc_ids"":[],""forum_topic_id"":null,""problem_id"":null,""has_incidents"":false,""is_public"":false,""due_at"":null,""tags"":[""fluxobot_meli_menu_inicial"",""mechamepor_salvo"",""squad_gemini""],""custom_fields"":[{""id"":22279398226835,""value"":null},{""id"":22279409037843,""value"":null},{""id"":25510476980883,""value"":""27282140234899""},{""id"":25511248405395,""value"":null},{""id"":25511254751635,""value"":null},{""id"":25511260433171,""value"":null},{""id"":25511523881875,""value"":null},{""id"":25511594076563,""value"":null},{""id"":25511872927635,""value"":null},{""id"":25512589656723,""value"":null},{""id"":25512598348947,""value"":null},{""id"":25512607494675,""value"":null},{""id"":25512622650899,""value"":null},{""id"":25512645064339,""value"":null},{""id"":25512723880467,""value"":null},{""id"":25512741209363,""value"":null},{""id"":25512756000659,""value"":null},{""id"":25512759108883,""value"":null},{""id"":25512762821267,""value"":null},{""id"":25512766796307,""value"":null},{""id"":25512767655059,""value"":null},{""id"":25512774986771,""value"":null},{""id"":25512793667219,""value"":null},{""id"":25512796485011,""value"":null},{""id"":25512810151955,""value"":null},{""id"":25512831196691,""value"":null},{""id"":25512844874643,""value"":null},{""id"":25512846636691,""value"":null},{""id"":25512872583955,""value"":null},{""id"":25512903221267,""value"":null},{""id"":25512904067603,""value"":null},{""id"":25512905369107,""value"":null},{""id"":25512906434835,""value"":null},{""id"":25514473753363,""value"":null},{""id"":25514476340627,""value"":null},{""id"":25514549027347,""value"":null},{""id"":25514696350739,""value"":null},{""id"":25514801261715,""value"":null},{""id"":25515024988435,""value"":null},{""id"":25729183059731,""value"":null},{""id"":25729236432531,""value"":null},{""id"":25729446878867,""value"":null},{""id"":25729466970899,""value"":null},{""id"":25729535319059,""value"":null},{""id"":25729590739731,""value"":null},{""id"":25729613953811,""value"":null},{""id"":25729627222419,""value"":null},{""id"":25729771055763,""value"":null},{""id"":25729847101971,""value"":null},{""id"":28114686897555,""value"":null},{""id"":28136231880851,""value"":null},{""id"":28137278571795,""value"":null},{""id"":28137706191123,""value"":null},{""id"":28137736013075,""value"":null},{""id"":28137760566547,""value"":null},{""id"":28137773185555,""value"":null},{""id"":28137788562963,""value"":null},{""id"":28137789565843,""value"":null},{""id"":28137902582931,""value"":null},{""id"":28137950189715,""value"":null},{""id"":28137954608147,""value"":null},{""id"":28152696784531,""value"":null},{""id"":28152704934547,""value"":null},{""id"":28152711684243,""value"":null},{""id"":28152712613267,""value"":null},{""id"":28152719559187,""value"":null},{""id"":28152732958099,""value"":null},{""id"":28361518159635,""value"":null},{""id"":28890969950227,""value"":null},{""id"":28890979092627,""value"":null},{""id"":28901978089107,""value"":null},{""id"":28902125225235,""value"":null},{""id"":28918759736851,""value"":null},{""id"":28918798000403,""value"":null},{""id"":28918943473171,""value"":null},{""id"":28919059314835,""value"":null},{""id"":28919106522899,""value"":null},{""id"":28919156558739,""value"":null},{""id"":28921060860179,""value"":null},{""id"":28921085733139,""value"":null},{""id"":28921813131027,""value"":null},{""id"":28922105126803,""value"":null},{""id"":28922164659603,""value"":null},{""id"":28923422845715,""value"":null},{""id"":28923436475283,""value"":null},{""id"":28923512101267,""value"":null},{""id"":28923617915027,""value"":null},{""id"":28924073965459,""value"":null},{""id"":28925001227795,""value"":null},{""id"":28925061345939,""value"":null},{""id"":28925075220243,""value"":null},{""id"":29182755782803,""value"":null},{""id"":29195664758163,""value"":null},{""id"":29195687879955,""value"":null},{""id"":29195709050387,""value"":null},{""id"":29198703947795,""value"":null},{""id"":30116909818003,""value"":null},{""id"":30557593834259,""value"":null},{""id"":31075534198547,""value"":null},{""id"":31116534765843,""value"":null},{""id"":31119619329427,""value"":null},{""id"":31429573112467,""value"":null},{""id"":31463987851411,""value"":null},{""id"":31464039448851,""value"":null},{""id"":31464072185235,""value"":null},{""id"":31464183942291,""value"":null},{""id"":31591025967635,""value"":null},{""id"":32196666764691,""value"":null},{""id"":33064777003027,""value"":null},{""id"":33512415018771,""value"":null},{""id"":33513027731987,""value"":null},{""id"":33523794474771,""value"":null},{""id"":33523812659475,""value"":null},{""id"":34279565184787,""value"":null},{""id"":34982112572435,""value"":null},{""id"":34982148549779,""value"":null},{""id"":35183088911507,""value"":null},{""id"":35565309832851,""value"":null},{""id"":35586761348627,""value"":null},{""id"":41035098090131,""value"":null},{""id"":41035174581139,""value"":null},{""id"":41035232709011,""value"":null},{""id"":41035668695827,""value"":null},{""id"":41094679351571,""value"":null},{""id"":41623363085331,""value"":null},{""id"":41625020690067,""value"":null},{""id"":42331345609619,""value"":null},{""id"":42331371173907,""value"":null},{""id"":42528881153171,""value"":null},{""id"":42528982267795,""value"":null},{""id"":42529031402515,""value"":null},{""id"":42529053240851,""value"":null},{""id"":42529087476243,""value"":null},{""id"":42529144893331,""value"":null},{""id"":42529149097875,""value"":null},{""id"":42529178989715,""value"":null},{""id"":43057433955091,""value"":null},{""id"":43458435018259,""value"":null},{""id"":44295221953299,""value"":null},{""id"":45422935715347,""value"":null},{""id"":45422981998227,""value"":null},{""id"":45423065937043,""value"":null},{""id"":45423236631443,""value"":false},{""id"":45424802542739,""value"":null},{""id"":45478396819091,""value"":null},{""id"":45501058232979,""value"":null},{""id"":45501186530323,""value"":null},{""id"":45501223449875,""value"":null},{""id"":45574392829587,""value"":null},{""id"":45574468899091,""value"":null},{""id"":45574497006227,""value"":null},{""id"":45574514851987,""value"":null},{""id"":45574552785811,""value"":null},{""id"":45574573280275,""value"":false},{""id"":45621690706963,""value"":null},{""id"":45621742117779,""value"":null},{""id"":45647968855443,""value"":null},{""id"":45647976071571,""value"":null},{""id"":45648015623699,""value"":null},{""id"":45648191010579,""value"":null},{""id"":45648307958547,""value"":null},{""id"":45699725057171,""value"":null},{""id"":45716811404563,""value"":null},{""id"":45872760804371,""value"":null},{""id"":45872905574931,""value"":null},{""id"":45873143339923,""value"":null},{""id"":46221448092051,""value"":null}],""satisfaction_rating"":{""score"":""unoffered""},""sharing_agreement_ids"":[],""custom_status_id"":22279318572947,""encoded_id"":""05XRX9-2GMWK"",""fields"":[{""id"":22279398226835,""value"":null},{""id"":22279409037843,""value"":null},{""id"":25510476980883,""value"":""27282140234899""},{""id"":25511248405395,""value"":null},{""id"":25511254751635,""value"":null},{""id"":25511260433171,""value"":null},{""id"":25511523881875,""value"":null},{""id"":25511594076563,""value"":null},{""id"":25511872927635,""value"":null},{""id"":25512589656723,""value"":null},{""id"":25512598348947,""value"":null},{""id"":25512607494675,""value"":null},{""id"":25512622650899,""value"":null},{""id"":25512645064339,""value"":null},{""id"":25512723880467,""value"":null},{""id"":25512741209363,""value"":null},{""id"":25512756000659,""value"":null},{""id"":25512759108883,""value"":null},{""id"":25512762821267,""value"":null},{""id"":25512766796307,""value"":null},{""id"":25512767655059,""value"":null},{""id"":25512774986771,""value"":null},{""id"":25512793667219,""value"":null},{""id"":25512796485011,""value"":null},{""id"":25512810151955,""value"":null},{""id"":25512831196691,""value"":null},{""id"":25512844874643,""value"":null},{""id"":25512846636691,""value"":null},{""id"":25512872583955,""value"":null},{""id"":25512903221267,""value"":null},{""id"":25512904067603,""value"":null},{""id"":25512905369107,""value"":null},{""id"":25512906434835,""value"":null},{""id"":25514473753363,""value"":null},{""id"":25514476340627,""value"":null},{""id"":25514549027347,""value"":null},{""id"":25514696350739,""value"":null},{""id"":25514801261715,""value"":null},{""id"":25515024988435,""value"":null},{""id"":25729183059731,""value"":null},{""id"":25729236432531,""value"":null},{""id"":25729446878867,""value"":null},{""id"":25729466970899,""value"":null},{""id"":25729535319059,""value"":null},{""id"":25729590739731,""value"":null},{""id"":25729613953811,""value"":null},{""id"":25729627222419,""value"":null},{""id"":25729771055763,""value"":null},{""id"":25729847101971,""value"":null},{""id"":28114686897555,""value"":null},{""id"":28136231880851,""value"":null},{""id"":28137278571795,""value"":null},{""id"":28137706191123,""value"":null},{""id"":28137736013075,""value"":null},{""id"":28137760566547,""value"":null},{""id"":28137773185555,""value"":null},{""id"":28137788562963,""value"":null},{""id"":28137789565843,""value"":null},{""id"":28137902582931,""value"":null},{""id"":28137950189715,""value"":null},{""id"":28137954608147,""value"":null},{""id"":28152696784531,""value"":null},{""id"":28152704934547,""value"":null},{""id"":28152711684243,""value"":null},{""id"":28152712613267,""value"":null},{""id"":28152719559187,""value"":null},{""id"":28152732958099,""value"":null},{""id"":28361518159635,""value"":null},{""id"":28890969950227,""value"":null},{""id"":28890979092627,""value"":null},{""id"":28901978089107,""value"":null},{""id"":28902125225235,""value"":null},{""id"":28918759736851,""value"":null},{""id"":28918798000403,""value"":null},{""id"":28918943473171,""value"":null},{""id"":28919059314835,""value"":null},{""id"":28919106522899,""value"":null},{""id"":28919156558739,""value"":null},{""id"":28921060860179,""value"":null},{""id"":28921085733139,""value"":null},{""id"":28921813131027,""value"":null},{""id"":28922105126803,""value"":null},{""id"":28922164659603,""value"":null},{""id"":28923422845715,""value"":null},{""id"":28923436475283,""value"":null},{""id"":28923512101267,""value"":null},{""id"":28923617915027,""value"":null},{""id"":28924073965459,""value"":null},{""id"":28925001227795,""value"":null},{""id"":28925061345939,""value"":null},{""id"":28925075220243,""value"":null},{""id"":29182755782803,""value"":null},{""id"":29195664758163,""value"":null},{""id"":29195687879955,""value"":null},{""id"":29195709050387,""value"":null},{""id"":29198703947795,""value"":null},{""id"":30116909818003,""value"":null},{""id"":30557593834259,""value"":null},{""id"":31075534198547,""value"":null},{""id"":31116534765843,""value"":null},{""id"":31119619329427,""value"":null},{""id"":31429573112467,""value"":null},{""id"":31463987851411,""value"":null},{""id"":31464039448851,""value"":null},{""id"":31464072185235,""value"":null},{""id"":31464183942291,""value"":null},{""id"":31591025967635,""value"":null},{""id"":32196666764691,""value"":null},{""id"":33064777003027,""value"":null},{""id"":33512415018771,""value"":null},{""id"":33513027731987,""value"":null},{""id"":33523794474771,""value"":null},{""id"":33523812659475,""value"":null},{""id"":34279565184787,""value"":null},{""id"":34982112572435,""value"":null},{""id"":34982148549779,""value"":null},{""id"":35183088911507,""value"":null},{""id"":35565309832851,""value"":null},{""id"":35586761348627,""value"":null},{""id"":41035098090131,""value"":null},{""id"":41035174581139,""value"":null},{""id"":41035232709011,""value"":null},{""id"":41035668695827,""value"":null},{""id"":41094679351571,""value"":null},{""id"":41623363085331,""value"":null},{""id"":41625020690067,""value"":null},{""id"":42331345609619,""value"":null},{""id"":42331371173907,""value"":null},{""id"":42528881153171,""value"":null},{""id"":42528982267795,""value"":null},{""id"":42529031402515,""value"":null},{""id"":42529053240851,""value"":null},{""id"":42529087476243,""value"":null},{""id"":42529144893331,""value"":null},{""id"":42529149097875,""value"":null},{""id"":42529178989715,""value"":null},{""id"":43057433955091,""value"":null},{""id"":43458435018259,""value"":null},{""id"":44295221953299,""value"":null},{""id"":45422935715347,""value"":null},{""id"":45422981998227,""value"":null},{""id"":45423065937043,""value"":null},{""id"":45423236631443,""value"":false},{""id"":45424802542739,""value"":null},{""id"":45478396819091,""value"":null},{""id"":45501058232979,""value"":null},{""id"":45501186530323,""value"":null},{""id"":45501223449875,""value"":null},{""id"":45574392829587,""value"":null},{""id"":45574468899091,""value"":null},{""id"":45574497006227,""value"":null},{""id"":45574514851987,""value"":null},{""id"":45574552785811,""value"":null},{""id"":45574573280275,""value"":false},{""id"":45621690706963,""value"":null},{""id"":45621742117779,""value"":null},{""id"":45647968855443,""value"":null},{""id"":45647976071571,""value"":null},{""id"":45648015623699,""value"":null},{""id"":45648191010579,""value"":null},{""id"":45648307958547,""value"":null},{""id"":45699725057171,""value"":null},{""id"":45716811404563,""value"":null},{""id"":45872760804371,""value"":null},{""id"":45872905574931,""value"":null},{""id"":45873143339923,""value"":null},{""id"":46221448092051,""value"":null}],""followup_ids"":[],""ticket_form_id"":37114470738323,""brand_id"":22279327160211,""allow_channelback"":false,""allow_attachments"":true,""from_messaging_channel"":true,""support_type"":""agent""},""audit"":{""id"":46229296430099,""ticket_id"":2736192,""created_at"":""2025-11-04T23:56:07Z"",""author_id"":29363484345107,""metadata"":{""system"":{""location"":""Cachoeirinha, RS, Brazil"",""latitude"":-29.9171,""longitude"":-51.0893},""custom"":{}},""events"":[{""id"":46229296430227,""type"":""Change"",""value"":[""fluxobot_meli_menu_inicial"",""mechamepor_salvo"",""squad_gemini""],""field_name"":""tags"",""previous_value"":[""mechamepor_salvo"",""squad_gemini""]},{""id"":46229296430355,""type"":""WebhookEvent"",""via"":{""channel"":""rule"",""source"":{""from"":{""deleted"":false,""title"":""[cloud humans] Gatilho para Webhook (V2)"",""id"":34615168148755},""rel"":""trigger""}}}],""via"":{""channel"":""api"",""source"":{""from"":{},""to"":{},""rel"":null}}}}0"
"2025-11-04T23:56:09.506Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] READ COMPLETE"
"2025-11-04T23:56:09.506Z","i-06642dd378e15bd0b","support-middleware","[id:a4d5be77-11, L:/10.11.32.218:53454 - R:fretadao.zendesk.com/216.198.54.6:443] FLUSH"
"2025-11-04T23:56:09.506Z","i-06642dd378e15bd0b","support-middleware","[id:a4d5be77-11, L:/10.11.32.218:53454 - R:fretadao.zendesk.com/216.198.54.6:443] WRITE: 610B PUT /api/v2/tickets/2736192.json HTTP/1.1user-agent: ReactorNetty/1.0.10host: fretadao.zendesk.comaccept: */*Authorization: Basic Y2xhdWQuaWFAY2xvdWRodW1hbnMuY29tL3Rva2VuOmpiMGplaDJuZFVtbjNtdU5RcEhWOG1jZEFWcjF1bXAwTUUyYldQcnY=Content-Type: application/jsoncontent-length: 13x-datadog-trace-id: 4439875034969142009x-datadog-parent-id: 1977236710357600237x-datadog-sampling-priority: 1x-datadog-tags: _dd.p.dm=-1,_dd.p.tid=690a928100000000traceparent: 00-690a9281000000003d9d9ad22275f2f9-1b708e4fedba07ed-01tracestate: dd=p:5bf4c5f84bb994a2;t.dm:-1;t.tid:690a928100000000{""ticket"":{}}"
"2025-11-04T23:56:09.505Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80-10, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] READ: 306B alue"":null},{""id"":45872905574931,""value"":null},{""id"":45873143339923,""value"":null},{""id"":46221448092051,""value"":null}],""followup_ids"":[],""ticket_form_id"":37114470738323,""brand_id"":22279327160211,""allow_channelback"":false,""allow_attachments"":true,""from_messaging_channel"":true,""support_type"":""agent""}}0"
"2025-11-04T23:56:09.505Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80-10, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] READ: 3547B 4934547,""value"":null},{""id"":28152711684243,""value"":null},{""id"":28152712613267,""value"":null},{""id"":28152719559187,""value"":null},{""id"":28152732958099,""value"":null},{""id"":28361518159635,""value"":null},{""id"":28890969950227,""value"":null},{""id"":28890979092627,""value"":null},{""id"":28901978089107,""value"":null},{""id"":28902125225235,""value"":null},{""id"":28918759736851,""value"":null},{""id"":28918798000403,""value"":null},{""id"":28918943473171,""value"":null},{""id"":28919059314835,""value"":null},{""id"":28919106522899,""value"":null},{""id"":28919156558739,""value"":null},{""id"":28921060860179,""value"":null},{""id"":28921085733139,""value"":null},{""id"":28921813131027,""value"":null},{""id"":28922105126803,""value"":null},{""id"":28922164659603,""value"":null},{""id"":28923422845715,""value"":null},{""id"":28923436475283,""value"":null},{""id"":28923512101267,""value"":null},{""id"":28923617915027,""value"":null},{""id"":28924073965459,""value"":null},{""id"":28925001227795,""value"":null},{""id"":28925061345939,""value"":null},{""id"":28925075220243,""value"":null},{""id"":29182755782803,""value"":null},{""id"":29195664758163,""value"":null},{""id"":29195687879955,""value"":null},{""id"":29195709050387,""value"":null},{""id"":29198703947795,""value"":null},{""id"":30116909818003,""value"":null},{""id"":30557593834259,""value"":null},{""id"":31075534198547,""value"":null},{""id"":31116534765843,""value"":null},{""id"":31119619329427,""value"":null},{""id"":31429573112467,""value"":null},{""id"":31463987851411,""value"":null},{""id"":31464039448851,""value"":null},{""id"":31464072185235,""value"":null},{""id"":31464183942291,""value"":null},{""id"":31591025967635,""value"":null},{""id"":32196666764691,""value"":null},{""id"":33064777003027,""value"":null},{""id"":33512415018771,""value"":null},{""id"":33513027731987,""value"":null},{""id"":33523794474771,""value"":null},{""id"":33523812659475,""value"":null},{""id"":34279565184787,""value"":null},{""id"":34982112572435,""value"":null},{""id"":34982148549779,""value"":null},{""id"":35183088911507,""value"":null},{""id"":35565309832851,""value"":null},{""id"":35586761348627,""value"":null},{""id"":41035098090131,""value"":null},{""id"":41035174581139,""value"":null},{""id"":41035232709011,""value"":null},{""id"":41035668695827,""value"":null},{""id"":41094679351571,""value"":null},{""id"":41623363085331,""value"":null},{""id"":41625020690067,""value"":null},{""id"":42331345609619,""value"":null},{""id"":42331371173907,""value"":null},{""id"":42528881153171,""value"":null},{""id"":42528982267795,""value"":null},{""id"":42529031402515,""value"":null},{""id"":42529053240851,""value"":null},{""id"":42529087476243,""value"":null},{""id"":42529144893331,""value"":null},{""id"":42529149097875,""value"":null},{""id"":42529178989715,""value"":null},{""id"":43057433955091,""value"":null},{""id"":43458435018259,""value"":null},{""id"":44295221953299,""value"":null},{""id"":45422935715347,""value"":null},{""id"":45422981998227,""value"":null},{""id"":45423065937043,""value"":null},{""id"":45423236631443,""value"":false},{""id"":45424802542739,""value"":null},{""id"":45478396819091,""value"":null},{""id"":45501058232979,""value"":null},{""id"":45501186530323,""value"":null},{""id"":45501223449875,""value"":null},{""id"":45574392829587,""value"":null},{""id"":45574468899091,""value"":null},{""id"":45574497006227,""value"":null},{""id"":45574514851987,""value"":null},{""id"":45574552785811,""value"":null},{""id"":45574573280275,""value"":false},{""id"":45621690706963,""value"":null},{""id"":45621742117779,""value"":null},{""id"":45647968855443,""value"":null},{""id"":45647976071571,""value"":null},{""id"":45648015623699,""value"":null},{""id"":45648191010579,""value"":null},{""id"":45648307958547,""value"":null},{""id"":45699725057171,""value"":null},{""id"":45716811404563,""value"":null},{""id"":45872760804371,""v"
